StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,attention_check,participant_id,group,nationality,age,gender,year_of_study,w1,w2,w3,w4,w5,w6,w7,b1,b2,b3,b4,b5,d1,d2,d3,d4,open_response
2025-01-07 16:02:44,2025-01-07 16:12:48,IP Address,111.212.248.156,100,604,True,2025-01-07 16:12:55,R_MbyIbNiCdxnuVxU,anonymous,EN,I agree,4,P023,UK,Scotland,25,FEMALE,1,3,3,3,2,3,3,3,5,6,6,6,6,2,1,1,1,Late-night study sessions are common but I try to sleep.
2025-01-14 12:38:21,2025-01-14 12:43:38,IP Address,204.103.254.118,100,317,True,2025-01-14 12:43:46,R_rHuRrq19Qf7W491,anonymous,EN,I agree,4,P155,EU,Spain,27,MALE,1,4,4,4,2,3,3,4,6,4,5,5,6,1,1,1,1,UK culture feels polite but distant—struggling to feel fully connected.
2025-01-14 19:01:08,2025-01-14 19:08:14,IP Address,150.155.77.228,100,426,True,2025-01-14 19:08:23,R_4kysRoORaDioQaR,anonymous,EN,I agree,4,P160,EU,Italy,23,FEMALE,1,4,4,3,3,3,2,4,7,7,7,7,7,2,2,2,2,"The language is a hurdle, but I'm improving thanks to language apps and friends."
2025-01-13 09:54:05,2025-01-13 10:03:04,IP Address,164.118.151.97,100,539,True,2025-01-13 10:03:07,R_48JkxisEdAAEepp,anonymous,EN,I agree,4,P139,EU,Spain,22,FEMALE,2,3,4,2,3,3,3,3,5,5,6,5,6,2,2,1,3,"Financial stress is a constant, but I'm focusing on saving for the future."
2025-01-20 08:55:11,2025-01-20 09:03:37,IP Address,89.53.158.140,100,506,True,2025-01-20 09:03:44,R_SOHyGEIMuNgGeZi,anonymous,EN,I agree,4,P290,International,Pakistan,24,FEMALE,1,3,3,3,3,4,3,2,4,4,4,4,4,2,2,2,2,
2025-01-07 17:29:47,2025-01-07 17:36:29,IP Address,140.34.212.122,100,402,True,2025-01-07 17:36:31,R_P7ySeQMgV0Lh8Wv,anonymous,EN,I agree,4,P026,UK,England,25,male,1,4,4,2,4,3,2,4,-99,5,5,5,3,2,2,2,1,Rent and bills are my biggest worry right now.
2025-01-07 08:52:59,2025-01-07 08:58:38,IP Address,181.186.216.248,100,339,True,2025-01-07 08:58:47,R_JpRa5HSUPwePut0,anonymous,EN,I agree,4,P014,UK,England,32,Female,1,3,3,3,3,2,2,3,5,5,5,6,5,3,2,2,4,Rent and bills are my biggest worry right now.
2025-01-13 20:11:51,2025-01-13 20:20:50,IP Address,80.21.129.7,100,539,True,2025-01-13 20:20:55,R_7h6itCmDDBRtsYh,anonymous,EN,I agree,4,P146,EU,Netherlands,27,FEMALE,2,3,3,4,3,4,2,5,4,5,4,3,4,1,2,2,1,"UK social scenes are quieter than I expected—more laid-back, but I've found great friends."
2025-01-16 08:12:10,2025-01-16 08:17:21,IP Address,160.25.143.151,100,311,True,2025-01-16 08:17:24,R_fvH8KI0YzH1D2De,anonymous,EN,I agree,4,P194,EU,Germany,24,MALE,2,2,2,2,3,2,4,2,3,4,3,3,4,1,1,2,1,"It's been challenging at times, but I'm proud of how much I've grown."
2025-01-16 13:31:38,2025-01-16 13:35:18,IP Address,200.149.54.239,100,220,True,2025-01-16 13:35:19,R_OlnZTV1YFjtFi02,anonymous,EN,I agree,4,P200,EU,France,24,f,1,4,3,4,4,3,2,3,3,3,4,3,3,2,2,3,2,
2025-01-09 17:24:36,2025-01-09 17:32:01,IP Address,108.144.101.60,100,445,True,2025-01-09 17:32:03,R_TGUDWFgF6cW1GC7,anonymous,EN,I agree,4,P059,UK,England,25,F,1,4,-99,3,3,4,2,3,7,7,7,7,7,2,2,2,1,"Finances are tight, but part-time work covers basics."
2025-01-17 14:20:51,2025-01-17 14:26:44,IP Address,171.215.81.13,100,353,True,2025-01-17 14:26:50,R_kiSSgLl5yCWSgz5,anonymous,EN,I agree,4,P226,International,Nigeria,26,M,1,3,4,3,3,4,3,3,5,5,5,4,4,5,5,4,5,Microaggressions like 'You're so articulate' make me feel tokenized.
2025-01-17 11:37:13,2025-01-17 11:46:56,IP Address,123.181.54.70,100,583,True,2025-01-17 11:46:57,R_qtRQVJJ8PuGRfPp,anonymous,EN,I agree,4,P221,International,India,21,f,2,4,4,5,2,4,2,5,5,3,5,5,4,3,2,1,3,Financial aid gaps force me to take on more debt.
2025-01-10 02:52:00,2025-01-10 02:56:07,IP Address,191.142.90.74,100,247,True,2025-01-10 02:56:10,R_Rtva1JyiNbUnAvw,anonymous,EN,I agree,4,P065,UK,Wales,24,f,1,5,4,4,3,5,1,5,5,4,5,5,5,3,2,2,2,
2025-01-18 20:01:18,2025-01-18 20:04:18,IP Address,123.154.115.120,100,180,True,2025-01-18 20:04:21,R_FikeNnlwShoYSDD,anonymous,EN,I agree,4,P252,International,China,23,M,2,1,2,1,3,3,4,2,2,3,2,3,3,5,5,5,5,"Family expects me to excel academically, adding pressure."
2025-01-16 16:31:38,2025-01-16 16:41:56,IP Address,189.109.191.159,100,618,True,2025-01-16 16:42:03,R_OLsgd9N1qS3sjV3,anonymous,EN,I agree,4,P205,EU,Spain,33,Female,2,4,5,5,1,5,2,5,5,5,5,4,5,1,2,2,1,"Missing family holidays, but I've made memories with new friends."
2025-01-09 11:07:27,2025-01-09 11:14:30,IP Address,152.90.84.102,100,423,True,2025-01-09 11:14:37,R_S87XwXaHCPPKY6g,anonymous,EN,I agree,4,P053,UK,Scotland,28,NB,2,4,4,4,2,4,3,4,6,5,5,5,4,2,2,2,3,Food costs are a struggle; campus cafes are pricey.
2025-01-11 16:27:02,2025-01-11 16:35:44,IP Address,95.192.141.191,100,522,True,2025-01-11 16:35:45,R_Etb6F7nvdE2ODH0,anonymous,EN,I agree,4,P100,UK,England,26,Female,1,4,2,3,2,2,2,4,6,6,5,5,6,2,1,1,1,"My flat has a great vibe, but maintenance is slow."
2025-01-08 07:16:46,2025-01-08 07:23:01,IP Address,166.37.120.51,100,375,True,2025-01-08 07:23:04,R_OjkeaBKsoRRCQ5W,anonymous,EN,I agree,4,P035,UK,England,24,female,2,4,4,5,2,5,2,4,4,4,5,5,6,2,2,2,2,I've made great friends through clubs and societies.
2025-01-10 23:55:17,2025-01-11 00:02:32,IP Address,183.188.205.110,100,435,True,2025-01-11 00:02:38,R_HtYDZw69CrxG7YX,anonymous,EN,I agree,4,P079,UK,England,28,f,2,4,5,5,2,5,2,4,4,5,4,4,3,1,1,1,1,Not really
2025-01-20 09:50:42,2025-01-20 09:58:33,IP Address,91.134.59.84,100,471,True,2025-01-20 09:58:37,R_67gSGlGpMlUzgNw,anonymous,EN,I agree,4,P293,International,China,23,FEMALE,2,3,2,4,3,3,2,3,3,5,4,3,4,3,N/A,3,3,Microaggressions like 'You're so articulate' make me feel tokenized.
2025-01-12 09:36:05,2025-01-12 09:42:22,IP Address,202.134.178.126,100,377,True,2025-01-12 09:42:28,R_r6SgYzV2amgcLRd,anonymous,EN,I agree,4,P121,UK,England,23,FEMALE,1,4,4,4,2,3,2,-99,5,5,6,6,6,1,2,2,2,I'd love more mental health resources on campus.
2025-01-16 02:38:19,2025-01-16 02:41:51,IP Address,219.181.10.125,100,212,True,2025-01-16 02:41:58,R_0ubK4W017x6ygsi,anonymous,EN,I agree,4,P185,EU,Poland,23,MALE,1,4,3,4,2,4,3,4,5,4,5,4,4,4,3,3,2,"The weather here is brutal, but I've adapted to the rhythm of grey skies."
2025-01-20 10:25:37,2025-01-20 10:32:50,IP Address,101.131.67.173,100,433,True,2025-01-20 10:32:53,R_CP2klyuj9Bvt9ux,anonymous,EN,I agree,4,P294,International,China,21,female,2,3,3,2,3,2,3,4,5,4,6,5,4,3,4,N/A,4,Found comfort in online communities but still feel isolated.
2025-01-15 06:40:39,2025-01-15 06:48:39,IP Address,101.165.152.64,100,480,True,2025-01-15 06:48:46,R_Rk7GWSkhWq2VbYq,anonymous,EN,I agree,4,P168,EU,Netherlands,24,m,2,4,3,3,3,3,3,2,3,3,2,4,3,2,2,3,2,"Language nuances trip me up, but I'm getting better with practice."
2025-01-16 15:01:04,2025-01-16 15:06:11,IP Address,98.81.161.117,100,307,True,2025-01-16 15:06:16,R_blZZpC4RqZFNhbx,anonymous,EN,I agree,4,P201,EU,France,24,female,1,3,2,3,4,2,4,3,4,4,4,5,4,2,2,2,2,"Financial stress is a constant, but I'm focusing on saving for the future."
2025-01-10 12:12:32,2025-01-10 12:18:39,IP Address,155.214.8.39,100,367,True,2025-01-10 12:18:43,R_tvukFhF4vTYYojm,anonymous,EN,I agree,4,P070,UK,England,25,Female,1,4,5,4,2,-99,2,5,5,6,7,6,6,1,1,1,1,I'm glad my accommodation is near campus.
2025-01-16 05:09:20,2025-01-16 05:15:40,IP Address,87.171.62.196,100,380,True,2025-01-16 05:15:44,R_Uo8k2fRN2Bqpepg,anonymous,EN,I agree,4,P188,EU,Spain,21,Male,3,3,4,4,2,3,2,4,4,4,4,4,4,3,2,3,2,
2025-01-15 10:03:18,2025-01-15 10:09:32,IP Address,99.246.203.81,100,374,True,2025-01-15 10:09:41,R_Sf53GRx8ffiYeJA,anonymous,EN,I agree,4,P174,EU,Poland,23,Female,2,2,2,2,3,2,3,3,3,2,4,2,2,2,2,2,3,"Missing family holidays, but I've made memories with new friends."
2025-01-07 19:52:23,2025-01-07 20:00:10,IP Address,218.18.165.153,100,467,True,2025-01-07 20:00:13,R_0lnXv2Rra6fSEVQ,anonymous,EN,I agree,4,P029,UK,England,28,m,1,4,5,5,1,4,1,5,7,6,5,7,7,2,1,1,1,I'd like clearer guidelines on assignment deadlines.
2025-01-13 05:48:46,2025-01-13 05:55:54,IP Address,202.99.213.98,100,428,True,2025-01-13 05:56:03,R_ZvV7yVbq9Ew6AQO,anonymous,EN,I agree,4,P136,EU,Poland,24,female,1,3,4,3,3,3,2,3,6,4,5,5,5,2,3,2,2,"The UK's social scene is different, but I've found my niche in student groups."
2025-01-13 00:48:19,2025-01-13 00:58:08,IP Address,97.216.101.13,100,589,True,2025-01-13 00:58:15,R_GYqyxzJ9oQ0O1Vf,anonymous,EN,I agree,4,P132,EU,Spain,29,male,3,4,3,3,3,3,3,3,5,5,4,6,4,3,2,3,2,"The weather here is brutal, but I've adapted to the rhythm of grey skies."
2025-01-19 18:19:52,2025-01-19 18:27:05,IP Address,136.241.244.142,100,433,True,2025-01-19 18:27:10,R_dYDNBuwI5pbh17m,anonymous,EN,I agree,4,P273,International,China,25,m,3,3,3,3,3,4,4,3,4,4,5,5,5,3,2,3,3,
2025-01-15 05:33:42,2025-01-15 05:42:18,IP Address,127.167.51.201,100,516,True,2025-01-15 05:42:20,R_FzRfHMrtFmYHyNZ,anonymous,EN,I agree,4,P166,EU,Netherlands,24,M,2,2,2,2,4,1,5,3,4,3,4,3,3,2,2,2,2,"Financial stress is a constant, but I'm focusing on saving for the future."
2025-01-16 21:37:13,2025-01-16 21:46:28,IP Address,209.201.242.59,100,555,True,2025-01-16 21:46:32,R_CtSWENkNaqVkVEV,anonymous,EN,I agree,4,P210,EU,Spain,27,female,1,3,3,2,4,3,4,3,2,2,2,1,2,2,2,3,2,
2025-01-08 15:34:37,2025-01-08 15:44:28,IP Address,161.151.86.224,100,591,True,2025-01-08 15:44:33,R_rsK9EjHvIHCtlRJ,anonymous,EN,I agree,4,P043,UK,England,26,male,1,3,3,3,4,2,3,,3,4,4,3,3,2,2,2,2,Socialising helps me stay focused; I'd do more if I had time.
2025-01-07 16:23:58,2025-01-07 16:33:13,IP Address,170.142.88.153,100,555,True,2025-01-07 16:33:16,R_ZpfbH9vOWOU6mbj,anonymous,EN,I agree,4,P024,UK,England,33,Male,1,3,5,4,3,4,2,2,5,4,5,4,5,1,1,1,1,"Lectures are engaging, but reading lists are overwhelming."
2025-01-11 08:06:09,2025-01-11 08:13:27,IP Address,87.160.211.67,100,438,True,2025-01-11 08:13:33,R_C3BfQ0tveH30S5N,anonymous,EN,I agree,4,P092,UK,England,25,MALE,2,4,3,4,2,3,3,3,5,4,4,5,4,3,3,3,4,I miss home cooking but manage with budget meals.
2025-01-19 23:07:53,2025-01-19 23:15:02,IP Address,170.171.140.207,100,429,True,2025-01-19 23:15:06,R_GNtvHXBwqsaY0vD,anonymous,EN,I agree,4,P279,International,China,23,f,2,4,3,3,2,3,3,3,4,4,5,5,4,2,2,2,2,Microaggressions like 'You're so articulate' make me feel tokenized.
2025-01-15 21:20:27,2025-01-15 21:27:52,IP Address,168.216.242.201,100,445,True,2025-01-15 21:28:00,R_Xv00kKXR4bR6IIl,anonymous,EN,I agree,4,P183,EU,Spain,27,FEMALE,2,2,3,3,4,2,3,3,4,5,4,5,4,2,2,3,3,"Language nuances trip me up, but I'm getting better with practice."
2025-01-11 05:41:37,2025-01-11 05:48:04,IP Address,218.211.198.97,100,387,True,2025-01-11 05:48:12,R_XTeLYHteOtLAQvc,anonymous,EN,I agree,4,P088,UK,England,22,FEMALE,2,4,4,3,2,4,3,4,5,4,5,6,5,3,2,1,2,I sometimes feel pressure to overcommit.
2025-01-08 15:00:02,2025-01-08 15:04:30,IP Address,82.65.251.187,100,268,True,2025-01-08 15:04:32,R_Z8pIx5F21rWz5FY,anonymous,EN,I agree,4,P042,UK,England,28,MALE,1,4,2,3,2,3,2,2,5,4,5,4,4,3,2,2,3,
2025-01-11 16:54:53,2025-01-11 17:00:51,IP Address,180.243.154.233,100,358,True,2025-01-11 17:00:58,R_A2TVwyJmIeFVr9Q,anonymous,EN,I agree,4,P101,UK,England,23,Female,1,2,2,3,4,1,4,2,4,5,4,4,3,2,1,1,1,"Finances are tight, but part-time work covers basics."
2025-01-18 14:17:30,2025-01-18 14:24:13,IP Address,139.195.166.104,100,403,True,2025-01-18 14:24:15,R_1iHq2eebFbKzK4I,anonymous,EN,I agree,4,P247,International,Nigeria,23,Male,2,3,3,3,3,3,3,3,5,6,6,4,6,1,1,2,1,Juggling visa deadlines and financial aid applications is overwhelming.
2025-01-11 10:02:39,2025-01-11 10:12:16,IP Address,90.97.153.11,100,577,True,2025-01-11 10:12:17,R_A4dhjkuRv630pNI,anonymous,EN,I agree,4,P095,UK,Scotland,22,female,1,4,3,,1,3,2,4,4,4,4,5,4,2,2,2,2,"Balancing studies and socialising is tricky, but I prioritise."
2025-01-10 20:31:36,2025-01-10 20:38:06,IP Address,152.80.102.201,100,390,True,2025-01-10 20:38:11,R_K6txXYPZTQGOAww,anonymous,EN,I agree,4,P076,UK,England,25,non-binary,1,3,4,3,2,3,3,4,7,7,6,5,6,3,3,3,3,I've made great friends through clubs and societies.
2025-01-07 23:31:19,2025-01-07 23:35:51,IP Address,97.234.30.169,100,272,True,2025-01-07 23:35:53,R_olaHr8IRh1E2JDB,anonymous,EN,I agree,4,P032,UK,England,25,m,1,4,4,4,2,4,2,2,4,4,3,4,4,1,1,1,1,"Group projects are stressful, but teamwork helps."
2025-01-16 06:34:01,2025-01-16 06:42:00,IP Address,217.198.218.39,100,479,True,2025-01-16 06:42:03,R_6k3jgmlRSTqrodJ,anonymous,EN,I agree,4,P191,EU,Germany,22,f,1,5,4,4,2,4,3,4,5,6,4,5,6,2,1,2,1,"Financial stress sometimes creeps in, but part-time work helps."
2025-01-16 07:05:20,2025-01-16 07:13:44,IP Address,208.74.161.245,100,504,True,2025-01-16 07:13:52,R_0jwAsPLmbksf0ty,anonymous,EN,I agree,4,P192,EU,Spain,23,male,2,4,4,4,2,4,3,4,4,5,4,4,5,2,2,2,2,"Financial stress is manageable, but I sometimes worry about future costs."
2025-01-11 09:38:46,2025-01-11 09:45:28,IP Address,152.151.136.132,100,402,True,2025-01-11 09:45:31,R_SGVZe8NBQv2WNl7,anonymous,EN,I agree,4,P094,UK,England,28,Female,1,5,4,4,2,3,2,5,4,4,4,4,4,1,2,2,2,I'm glad my accommodation is near campus.
2025-01-08 19:00:59,2025-01-08 19:06:42,IP Address,164.191.105.106,100,343,True,2025-01-08 19:06:43,R_1xtSV2ceN59UAgN,anonymous,EN,I agree,4,P046,UK,England,27,M,2,4,4,4,3,4,2,4,6,6,6,6,5,2,2,1,1,"Finances are tight, but part-time work covers basics."
2025-01-14 20:11:12,2025-01-14 20:17:47,IP Address,178.242.62.95,100,395,True,2025-01-14 20:17:54,R_iGaOBSMjzQ1fgUK,anonymous,EN,I agree,4,P162,EU,Germany,25,male,1,3,4,2,1,3,3,3,3,4,4,4,5,2,3,2,2,
2025-01-12 00:52:03,2025-01-12 01:00:45,IP Address,81.44.9.186,100,522,True,2025-01-12 01:00:49,R_DmH5RiMKpPGNdzS,anonymous,EN,I agree,4,P109,UK,England,23,Male,1,4,3,4,3,2,3,4,3,3,3,4,4,2,3,2,3,Rent and bills are my biggest worry right now.
2025-01-11 20:57:56,2025-01-11 21:05:39,IP Address,177.126.172.132,100,463,True,2025-01-11 21:05:41,R_2TdimuPGtk4vvVS,anonymous,EN,I agree,4,P106,UK,England,23,f,1,4,5,4,3,5,1,5,3,5,5,5,5,1,2,2,1,"Lectures are engaging, but reading lists are overwhelming."
2025-01-13 21:01:41,2025-01-13 21:08:22,IP Address,121.143.21.82,100,401,True,2025-01-13 21:08:30,R_ihslQFzixlNQO9I,anonymous,EN,I agree,4,P150,EU,Poland,27,M,1,4,3,3,2,3,4,3,5,5,5,5,5,3,2,4,3,
2025-01-07 21:47:28,2025-01-07 21:54:28,IP Address,200.118.23.11,100,420,True,2025-01-07 21:54:37,R_OEXfnQsKDGAUuRq,anonymous,EN,I agree,4,P030,UK,England,21,MALE,1,4,4,4,3,3,3,4,5,6,6,6,6,2,3,2,2,Socialising helps me stay focused; I'd do more if I had time.
2025-01-15 21:05:56,2025-01-15 21:13:03,IP Address,96.10.96.107,100,427,True,2025-01-15 21:13:08,R_d9GV98gOqY4d9n0,anonymous,EN,I agree,4,P182,EU,Poland,24,FEMALE,2,4,3,4,2,3,3,4,5,5,4,5,4,2,3,2,2,
2025-01-12 00:51:30,2025-01-12 01:01:57,IP Address,97.68.228.72,100,627,True,2025-01-12 01:02:00,R_gVaI5z52Dm7tO4f,anonymous,EN,I agree,4,P110,UK,England,22,F,1,4,3,4,2,4,3,4,4,4,5,5,5,1,1,2,2,Budgeting is a skill I'm still learning.
2025-01-15 01:02:26,2025-01-15 01:09:12,IP Address,214.107.148.164,100,406,True,2025-01-15 01:09:15,R_FUsd37EgEKG895i,anonymous,EN,I agree,4,P164,EU,Sweden,24,female,3,3,4,3,3,3,3,2,5,4,4,5,4,3,3,4,3,
2025-01-12 09:50:35,2025-01-12 09:59:12,IP Address,119.73.235.227,100,517,True,2025-01-12 09:59:15,R_iOnsd624MAE86PW,anonymous,EN,I agree,4,P123,UK,Scotland,25,female,1,4,4,3,1,4,2,4,5,6,5,6,6,1,1,1,N/A,I feel supported by my peers and staff.
2025-01-07 18:38:54,2025-01-07 18:48:02,IP Address,127.160.93.241,100,548,True,2025-01-07 18:48:04,R_YHDBTq0Zf2pCLxb,anonymous,EN,I agree,4,P028,UK,Wales,23,FEMALE,1,4,4,4,2,5,3,4,5,5,5,6,6,2,2,1,1,Socialising helps me stay focused; I'd do more if I had time.
2025-01-11 20:00:42,2025-01-11 20:07:08,IP Address,182.133.140.123,100,386,True,2025-01-11 20:07:14,R_MM0jQb6gbtjQzW5,anonymous,EN,I agree,4,P105,UK,England,24,F,2,3,3,3,2,2,3,3,5,4,5,5,4,3,3,3,2,Not really
2025-01-09 18:21:30,2025-01-09 18:27:24,IP Address,161.242.40.4,100,354,True,2025-01-09 18:27:28,R_GCLgR0OVSnBovCz,anonymous,EN,I agree,4,P061,UK,England,31,m,1,4,3,3,3,3,3,3,4,4,4,3,3,2,2,3,2,Nothing to add
2025-01-13 20:24:45,2025-01-13 20:32:04,IP Address,131.241.240.90,100,439,True,2025-01-13 20:32:11,R_0OPk9pkjI7ozlNA,anonymous,EN,I agree,4,P147,EU,Germany,24,MALE,1,3,3,3,2,4,2,4,6,5,6,5,6,3,2,2,2,"Missing my home country's cuisine, but I'm learning to cook my own dishes."
2025-01-11 04:09:01,2025-01-11 04:15:33,IP Address,192.44.121.160,100,392,True,2025-01-11 04:15:38,R_zPf8eGF9IyDN8pb,anonymous,EN,I agree,4,P084,UK,Scotland,23,F,2,4,4,4,1,4,2,3,5,6,6,6,5,1,1,1,2,"My accommodation is modern, but rent's rising fast."
2025-01-17 22:51:10,2025-01-17 23:00:49,IP Address,169.211.77.191,100,579,True,2025-01-17 23:00:53,R_puSjjud5MPEJwWt,anonymous,EN,I agree,4,P235,International,Nigeria,21,Male,2,4,3,4,2,3,3,3,6,5,5,5,5,3,2,2,2,
2025-01-20 02:59:18,2025-01-20 03:02:48,IP Address,117.60.8.26,100,210,True,2025-01-20 03:02:56,R_l0YZhVpVBTcCVG8,anonymous,EN,I agree,4,P284,International,India,27,Female,1,2,2,2,3,2,3,3,3,2,2,2,2,4,3,3,3,
2025-01-16 10:03:17,2025-01-16 10:10:31,IP Address,178.13.57.230,100,434,True,2025-01-16 10:10:40,R_3SF3XQMhUk98YhA,anonymous,EN,I agree,4,P195,EU,Spain,23,m,3,3,3,-99,3,3,4,3,4,5,5,5,6,2,1,2,3,"It's been challenging at times, but I'm proud of how much I've grown."
2025-01-18 10:46:54,2025-01-18 10:56:04,IP Address,120.131.139.152,100,550,True,2025-01-18 10:56:06,R_mlX0059CIsegSEu,anonymous,EN,I agree,4,P244,International,Malaysia,24,FEMALE,2,4,4,3,3,3,2,4,5,5,4,5,6,2,2,2,3,"Celebrate small wins, like passing exams, to stay motivated."
2025-01-12 12:13:07,2025-01-12 12:20:44,IP Address,86.12.174.139,100,457,True,2025-01-12 12:20:52,R_ID1u7a67h9DpLm4,anonymous,EN,I agree,4,P126,UK,England,26,m,1,3,3,3,3,3,2,2,3,2,1,3,2,3,3,2,3,Social life is great—lots of events and friends to keep me grounded.
2025-01-15 06:37:07,2025-01-15 06:44:33,IP Address,199.199.203.241,100,446,True,2025-01-15 06:44:40,R_QeRT0dfACLtTThR,anonymous,EN,I agree,4,P167,EU,Portugal,24,f,2,3,3,3,2,3,3,4,6,6,6,7,7,2,1,1,1,"Financial stress sometimes creeps in, but part-time work helps."
2025-01-18 08:57:57,2025-01-18 09:05:38,IP Address,142.116.79.233,100,461,True,2025-01-18 09:05:42,R_MUKRe5gWsfVByOD,anonymous,EN,I agree,4,P241,International,Kenya,24,FEMALE,1,5,4,4,1,4,1,4,2,4,2,2,2,4,3,3,3,
2025-01-18 22:58:19,2025-01-18 23:06:50,IP Address,154.142.54.10,100,511,True,2025-01-18 23:06:55,R_IbSPrfB91kZLXYl,anonymous,EN,I agree,4,P254,International,India,23,f,3,3,3,3,2,3,4,3,3,4,5,4,4,3,5,4,4,"Celebrate small wins, like passing exams, to stay motivated."
2025-01-17 15:46:56,2025-01-17 15:51:36,IP Address,172.35.158.76,100,280,True,2025-01-17 15:51:40,R_kJThyL2Fx84Vq78,anonymous,EN,I agree,4,P228,International,China,23,FEMALE,1,3,4,3,3,3,2,4,3,4,3,3,3,4,4,4,2,"Sometimes feel my culture is exoticized, which is hurtful."
2025-01-20 01:09:22,2025-01-20 01:17:55,IP Address,126.102.33.229,100,513,True,2025-01-20 01:18:01,R_rNMqMlbdHlgqSTo,anonymous,EN,I agree,4,P282,International,South Korea,22,F,3,3,2,2,3,3,2,2,4,4,4,4,4,3,3,3,4,"Learned to advocate for myself, which boosts my confidence."
2025-01-16 06:23:08,2025-01-16 06:33:10,IP Address,165.237.203.150,100,602,True,2025-01-16 06:33:16,R_0st7ekxTH3fKMDb,anonymous,EN,I agree,4,P190,EU,Netherlands,21,Male,2,4,4,3,2,4,3,4,5,5,6,5,5,2,3,3,2,"Missing my family's celebrations, but I've created new traditions here."
2025-01-14 01:24:33,2025-01-14 01:30:25,IP Address,92.110.13.243,100,352,True,2025-01-14 01:30:30,R_EfbVsrHkCUVIhhW,anonymous,EN,I agree,4,P152,EU,Germany,29,female,1,3,2,3,3,3,4,1,3,3,4,3,4,3,2,4,4,"It's been challenging at times, but I'm proud of how much I've grown."
2025-01-06 08:28:50,2025-01-06 08:33:51,IP Address,190.177.17.12,100,301,True,2025-01-06 08:33:58,R_6JDWYlgAACTP9gy,anonymous,EN,I agree,4,P001,UK,England,24,MALE,2,3,4,2,3,3,2,2,4,5,5,5,5,1,1,2,1,I'd like clearer guidelines on assignment deadlines.
2025-01-19 12:42:17,2025-01-19 12:47:06,IP Address,104.21.9.1,100,289,True,2025-01-19 12:47:11,R_jg5PPMVHcDME931,anonymous,EN,I agree,4,P268,International,China,24,MALE,1,3,3,4,2,5,2,4,5,6,5,6,5,2,3,3,2,"Some professors assume I lack motivation, which isn't true."
2025-01-18 23:36:56,2025-01-18 23:42:49,IP Address,142.150.144.205,100,353,True,2025-01-18 23:42:57,R_DMcWFhDiLZ3WOGw,anonymous,EN,I agree,4,P256,International,Brazil,29,m,2,5,4,5,1,3,1,4,5,5,5,6,6,,2,2,2,"Cultural adjustment is tough, but I'm learning to navigate it."
2025-01-19 21:31:06,2025-01-19 21:37:18,IP Address,177.155.49.23,100,372,True,2025-01-19 21:37:20,R_byVfqjO2tprMiZb,anonymous,EN,I agree,4,P277,International,India,28,FEMALE,2,1,2,2,4,1,4,2,2,2,2,3,3,2,2,2,2,Microaggressions like 'You're so articulate' make me feel tokenized.
2025-01-19 06:35:25,2025-01-19 06:46:38,IP Address,159.58.241.78,100,673,True,2025-01-19 06:46:44,R_oaj9WvyKGTefrZ4,anonymous,EN,I agree,4,P263,International,Nigeria,26 years,f,2,4,4,3,3,3,3,4,2,4,3,3,3,3,3,2,3,"Discrimination in campus services, like being ignored by staff."
2025-01-08 22:04:57,2025-01-08 22:11:49,IP Address,90.176.4.71,100,412,True,2025-01-08 22:11:52,R_2BR4cXsxjGJXke1,anonymous,EN,I agree,4,P047,UK,England,21,FEMALE,2,2,4,3,3,3,3,3,4,4,4,3,5,5,4,3,4,
2025-01-20 12:51:23,2025-01-20 12:56:19,IP Address,203.75.22.22,100,296,True,2025-01-20 12:56:21,R_KFnryifJdyfFVii,anonymous,EN,I agree,4,P300,International,Pakistan,25,M,2,4,4,5,1,5,2,4,4,4,3,3,4,3,2,3,2,"Cultural adjustment is tough, but I'm learning to navigate it."
2025-01-11 06:15:14,2025-01-11 06:23:04,IP Address,127.15.201.130,100,470,True,2025-01-11 06:23:10,R_1v9r86eNwXQ7iLW,anonymous,EN,I agree,4,P089,UK,England,22,Female,2,3,4,4,3,5,2,3,5,5,5,6,5,2,2,2,2,
2025-01-10 23:13:51,2025-01-10 23:21:02,IP Address,180.179.223.162,100,431,True,2025-01-10 23:21:08,R_ixkZVYkBzPoBrUB,anonymous,EN,I agree,4,P078,UK,England,25,Female,3,3,3,4,3,3,3,5,6,6,7,7,6,1,2,2,2,Socialising helps me stay focused; I'd do more if I had time.
2025-01-12 10:14:09,2025-01-12 10:21:39,IP Address,187.85.120.5,100,450,True,2025-01-12 10:21:47,R_tzjxUD0sRX4I8Ii,anonymous,EN,I agree,4,P124,UK,Wales,24,female,1,3,2,3,4,3,3,3,6,5,5,5,5,2,2,3,2,I feel supported by my peers and staff.
2025-01-11 11:14:01,2025-01-11 11:18:34,IP Address,193.40.4.159,100,273,True,2025-01-11 11:18:36,R_hsHFk6jOSL0IZbc,anonymous,EN,I agree,4,P096,UK,England,26,female,1,4,4,4,2,4,2,4,5,6,6,N/A,6,1,2,1,2,
2025-01-20 10:39:27,2025-01-20 10:44:56,IP Address,119.115.35.137,100,329,True,2025-01-20 10:45:04,R_VATLInV5p7ByT8K,anonymous,EN,I agree,4,P295,International,China,21,m,3,4,3,3,3,3,2,4,4,3,3,4,4,2,1,2,2,
